API Well Number,Production Information,Formation Tops,Casing and Cementing,Hole Number,Well Name,Company Name,Well Type,Well Status,Objective Formation,Producing Formation,County,Town,Map Quadrangle,Quad Section Code,Field,Status Date,Permit Application Date,Permit Issued Date,Spud/Start Drilling Date,Total Depth Date,Well Completion Date,Plugging & Abandonment Date,Confidential Expiration Date,Confid. Period Type,Subject to Financial Security,Well Orientation,NYSDEC Region,State Lease,Proposed Total Depth,Surface Longitude,Surface Latitude,Bottom Hole Longitude,Bottom Hole Latitude,True Vertical Depth,Bottom Hole Total Measured Depth,Kickoff Depth,Drilled Depth,Proposed Well Type,Spacing,Spacing Acres,Integration,Hearing Date,Last Modified Date
31-101-21441-00-00 ,Yes,Yes,No,21441,Neuenschwander 14,Nathan Petroleum Corporation,Oil Development,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,9/30/1991,10/11/1991,11/27/1991,11/29/1991,3/6/1992,,5/27/1992,Released,1,Vertical,8,NA,1300,-77.74302,42.07129,-77.74302,42.07129,1277,1277,0,1277,Not Listed,,,,,12/13/2019
31-101-21442-00-00 ,Yes,Yes,No,21442,Neuenschwander 15,Nathan Petroleum Corporation,Oil Development,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,9/30/1991,10/10/1991,12/3/1991,12/6/1991,3/13/1992,,6/3/1992,Released,1,Vertical,8,NA,1300,-77.74453,42.07131,-77.74453,42.07131,1260,1260,0,1260,Not Listed,,,,,12/13/2019
31-101-21443-00-00 ,Yes,Yes,No,21443,Neuenschwander 16,Nathan Petroleum Corporation,Oil Development,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,9/30/1991,10/10/1991,12/4/1991,12/7/1991,3/17/1992,,6/4/1992,Released,1,Vertical,8,NA,1300,-77.74604,42.07133,-77.74604,42.07133,1249,1249,0,1249,Not Listed,,,,,12/13/2019
31-101-21444-00-00 ,Yes,Yes,No,21444,Neuenschwander 17,Nathan Petroleum Corporation,Oil Development,Active,Not Applicable,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,9/30/1991,10/11/1991,12/19/1991,12/21/1991,9/24/1992,,,Released,1,Vertical,8,NA,1300,-77.74154,42.07012,-77.74154,42.07012,1302,1302,0,1302,Not Listed,,,,,12/13/2019
31-101-21445-00-00 ,Yes,Yes,No,21445,Neuenschwander 18,Nathan Petroleum Corporation,Oil Development,Active,Not Applicable,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,9/30/1991,10/11/1991,12/13/1991,12/15/1991,9/14/1992,,,Released,1,Vertical,8,NA,1300,-77.74305,42.07016,-77.74305,42.07016,1285,1285,0,1285,Not Listed,,,,,12/13/2019
31-101-21446-00-00 ,Yes,Yes,No,21446,Neuenschwander 19,Nathan Petroleum Corporation,Oil Development,Active,Not Applicable,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,9/30/1991,10/11/1991,12/11/1991,12/13/1991,9/5/1992,,,Released,1,Vertical,8,NA,1300,-77.74456,42.07019,-77.74456,42.07019,1270,1270,0,1270,Not Listed,,,,,12/13/2019
31-101-21447-00-00 ,Yes,Yes,No,21447,Neuenschwander 20,Nathan Petroleum Corporation,Oil Development,Active,Not Applicable,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,9/30/1991,10/11/1991,12/9/1991,12/12/1991,9/2/1992,,,Released,1,Vertical,8,NA,1300,-77.74607,42.0702,-77.74607,42.0702,1270,1270,0,1270,Not Listed,,,,,12/13/2019
31-101-21448-00-00 ,No,Yes,Yes,21448,BPSI 7,Finger Lakes LPG Storage LLC,Liquefied Petroleum Gas Storage,Active,Not Applicable,Syracuse,Steuben,Bath,Bath,F,Savona,12/31/2005,10/15/1991,5/26/1992,8/30/1992,9/19/1992,6/30/1993,,,Pre-1989 Well (N/A),1,Vertical,8,NA,3300,-77.252219,42.309017,-77.252219,42.309017,3351,3351,0,3351,Storage,,,,,7/8/2014
31-101-21449-00-00 ,No,Yes,No,21449,Adrian 9,Arlington Storage Company LLC,Storage,Active,Hamilton,Onondaga,Steuben,Canisteo,South Canisteo,C,Adrian Reef,12/31/2009,5/13/1997,12/9/1997,6/4/1998,7/18/1998,7/31/1998,,12/4/1998,Released,1,Directional,8,NA,5300,-77.51273,42.23494,-77.51351,42.23428,4498,4705,3761,944,Not Listed,,,,,11/15/2017
31-101-21450-00-00 ,No,Yes,Yes,21450,Adrian Gas Well 10,Arlington Storage Company LLC,Storage,Active,Hamilton,Upper Devonian,Steuben,Canisteo,South Canisteo,C,Adrian Reef,12/31/2009,10/24/1991,10/31/1991,11/28/1991,12/30/1991,1/3/1992,,5/28/1992,Released,1,Directional,8,NA,4500,-77.51274,42.23591,-77.51774,42.23591,4370,4757,675,4082,Not Listed,,,,,11/15/2017
31-101-21456-00-00 ,Yes,Yes,Yes,21456,Empire 1,East Resources Inc.,Dry Wildcat,Plugged and Abandoned,Oriskany,Not Applicable,Steuben,Hartsville,Greenwood,B,Not Applicable,6/9/1994,4/20/1992,5/8/1992,6/30/1992,7/10/1992,7/10/1992,6/9/1994,,Pre-1989 Well (N/A),0,Vertical,8,NA,4895,-77.67747,42.21583,-77.67747,42.21583,4757,4757,0,4757,Gas Wildcat,,,,,6/28/2013
31-101-21458-00-00 ,No,Yes,No,21458,Emo 1,Vandermark Exploration Inc.,Dry Wildcat,Plugged and Abandoned,Oriskany,Not Applicable,Steuben,Hornellsville,Hornell,G,Not Applicable,7/31/1992,6/22/1992,7/1/1992,7/23/1992,7/31/1992,7/31/1992,7/31/1992,7/23/1994,Released,0,Vertical,8,NA,4400,-77.72459,42.28244,-77.72459,42.28244,4011,4011,0,4011,Not Listed,,,,,1/6/2015
31-101-21459-00-00 ,Yes,Yes,Yes,21459,Smith Stock Farms 1,PPP Future Development Inc.,Gas Development,Inactive,Oriskany,Oriskany,Steuben,Howard,Canisteo,B,Howard,5/23/2024,6/22/1992,8/18/1992,8/19/1992,8/24/1992,11/5/1992,,8/19/1994,Released,1,Vertical,8,NA,4200,-77.559203,42.362817,-77.559203,42.362817,3718,3718,0,3718,Gas Development,,,,,11/21/2024
31-101-21464-00-00 ,No,Yes,No,21464,Emo 2,Vandermark Exploration Inc.,Dry Hole,Plugged and Abandoned,Oriskany,Not Applicable,Steuben,Hornellsville,Hornell,G,Crosby Creek,8/12/1992,8/3/1992,8/3/1992,8/4/1992,8/11/1992,8/12/1992,8/12/1992,8/4/1994,Released,0,Vertical,8,NA,3999,-77.7245,42.28344,-77.7245,42.28344,3983,3983,0,3983,Not Listed,,,,,1/6/2015
31-101-21466-00-00 ,No,Yes,No,21466,Adrian Gas Well 7a,Arlington Storage Company LLC,Storage,Active,Hamilton,Onondaga,Steuben,Canisteo,South Canisteo,C,Adrian Reef,12/31/2009,9/2/1992,9/3/1992,9/10/1992,10/9/1992,10/18/1992,,3/10/1993,Released,1,Directional,8,NA,4151,-77.52228,42.24122,-77.5164,42.23999,4169,5319,4254,1065,Storage,,,,,11/14/2017
31-101-21466-01-00 ,No,Yes,No,21466,Adrian Gas Well 7a,Steuben Gas Storage Co.,Storage,Expired Permit,Not Applicable,Not Applicable,Steuben,Canisteo,South Canisteo,C,Adrian Reef,12/31/1999,,9/3/1992,9/10/1992,10/9/1992,10/18/1992,,3/10/1993,Released,1,Directional,8,NA,,-77.52228,42.24122,-77.5164,42.23999,0,0,1011,1011,Storage,,,,,4/12/2013
31-101-21468-00-00 ,Yes,Yes,Yes,21468,Mitchell 1,Semgas Storage L.L.C.,Disposal,Plugged and Abandoned,Pre-Cambrian,Not Applicable,Steuben,Avoca,Avoca,E,Avoca,8/26/2010,9/8/1992,10/13/1992,10/29/1992,1/8/1993,7/9/1996,8/26/2010,10/29/1994,Released,0,Vertical,8,NA,10200,-77.45324,42.41965,-77.45324,42.41965,9887,9887,0,9887,Disposal,Exempt - not an oil or gas well,,,,2/5/2015
31-101-21470-00-00 ,No,Yes,Yes,21470,Raish 2a,Arlington Storage Company LLC,Storage,Active,Oriskany,Upper Devonian,Steuben,Canisteo,South Canisteo,C,Adrian Reef,12/31/2009,11/5/1992,11/6/1992,1/16/1993,3/3/1993,3/9/1993,,7/16/1993,Released,1,Directional,8,NA,4260,-77.51986,42.2388,-77.51629,42.23749,4485,5025,1600,3425,Storage,,,,,11/15/2017
31-101-21474-00-00 ,No,Yes,No,21474,Hubbard 1,JMC Avoca Inc.,Not Listed,Transferred Permit,Not Applicable,Not Applicable,Steuben,Avoca,Avoca,G,Not Applicable,6/21/1993,2/12/1993,3/4/1993,,,,,,Pre-1989 Well (N/A),0,Vertical,8,NA,10000,-77.46891,42.40972,-77.46891,42.40972,0,0,0,0,Not Listed,,,,,2/17/2015
31-101-21475-00-00 ,No,Yes,No,21475,Losey 4,The Richardson Petroleum Corporation,Not Listed,Expired Permit,Fulmer Valley,Not Applicable,Steuben,West Union,Rexville,A,Beech Hill-Independence,,2/10/1993,3/30/1993,,,,,,Pre-1989 Well (N/A),0,Vertical,8,NA,1200,-77.72214,42.08498,-77.72214,42.08498,0,0,0,0,Not Listed,,,,,4/17/1995
31-101-21476-00-00 ,No,Yes,No,21476,Losey 6,The Richardson Petroleum Corporation,Not Listed,Expired Permit,Fulmer Valley,Not Applicable,Steuben,West Union,Rexville,A,Beech Hill-Independence,,2/10/1993,3/30/1993,,,,,,Pre-1989 Well (N/A),0,Vertical,8,NA,1200,-77.72048,42.08608,-77.72048,42.08608,0,0,0,0,Not Listed,,,,,4/17/1995
31-101-21477-00-00 ,Yes,Yes,No,21477,Losey 7,Nathan Petroleum Corporation,Oil Development,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,A,Beech Hill-Independence,,2/10/1993,3/30/1993,4/29/1993,5/1/1993,5/12/1993,,10/29/1993,Released,1,Vertical,8,NA,1200,-77.72041,42.08716,-77.72041,42.08716,1239,1239,0,1239,Not Listed,,,,,1/4/2022
31-101-21478-00-00 ,Yes,Yes,No,21478,Losey 8,Nathan Petroleum Corporation,Oil Development,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,A,Beech Hill-Independence,,2/10/1993,4/22/1993,5/2/1993,5/4/1993,5/15/1993,,11/2/1993,Released,1,Vertical,8,NA,1200,-77.72035,42.08825,-77.72035,42.08825,1259,1259,0,1259,Not Listed,,,,,1/4/2022
31-101-21479-00-00 ,Yes,Yes,No,21479,Losey 9,Nathan Petroleum Corporation,Oil Development,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,A,Beech Hill-Independence,,2/10/1993,4/22/1993,5/6/1993,5/8/1993,5/16/1993,,11/6/1993,Released,1,Vertical,8,NA,1200,-77.722,42.0883,-77.722,42.0883,1259,1259,0,1259,Not Listed,,,,,1/4/2022
31-101-21480-00-00 ,Yes,Yes,No,21480,Losey 10,Nathan Petroleum Corporation,Oil Development,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,A,Beech Hill-Independence,,2/10/1993,4/22/1993,5/10/1993,5/12/1993,5/16/1993,,11/10/1993,Released,1,Vertical,8,NA,1200,-77.72343,42.0888,-77.72343,42.0888,1277,1277,0,1277,Not Listed,,,,,1/4/2022
31-101-21488-00-00 ,Yes,Yes,No,21488,Losey 18,Nathan Petroleum Corporation,Oil Development,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,A,Beech Hill-Independence,,2/10/1993,4/22/1993,4/26/1993,4/28/1993,5/5/1993,,10/26/1993,Released,1,Vertical,8,NA,1200,-77.72351,42.0877,-77.72351,42.0877,1259,1259,0,1259,Not Listed,,,,,1/4/2022
31-101-21489-00-00 ,Yes,Yes,No,21489,Losey 19,Nathan Petroleum Corporation,Oil Development,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,A,Beech Hill-Independence,,2/10/1993,3/30/1993,4/28/1993,4/30/1993,5/5/1993,,10/28/1993,Released,1,Vertical,8,NA,1200,-77.72206,42.08722,-77.72206,42.08722,1239,1239,0,1239,Not Listed,,,,,1/4/2022
31-101-21490-00-00 ,No,Yes,No,21490,Losey 20,The Richardson Petroleum Corporation,Not Listed,Expired Permit,Fulmer Valley,Not Applicable,Steuben,West Union,Rexville,A,Fulmer Valley,,2/10/1993,3/30/1993,,,,,,Pre-1989 Well (N/A),0,Vertical,8,NA,1200,-77.72214,42.08608,-77.72214,42.08608,0,0,0,0,Not Listed,,,,,4/17/1995
31-101-21491-00-00 ,Yes,Yes,No,21491,Losey 21,Nathan Petroleum Corporation,Oil Development,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,A,Beech Hill-Independence,,2/10/1993,3/30/1993,4/21/1993,4/23/1993,5/4/1993,,10/21/1993,Released,1,Vertical,8,NA,1200,-77.7235,42.08664,-77.7235,42.08664,1236,1236,0,1236,Not Listed,,,,,1/4/2022
31-101-21492-00-00 ,Yes,Yes,No,21492,Losey 22,Nathan Petroleum Corporation,Oil Development,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,A,Beech Hill-Independence,,2/10/1993,3/30/1993,4/12/1993,4/15/1993,5/5/1993,,10/12/1993,Released,1,Vertical,8,NA,1200,-77.72507,42.08652,-77.72507,42.08652,1227,1227,0,1227,Not Listed,,,,,1/4/2022
31-101-21493-00-00 ,Yes,Yes,No,21493,Losey 23,Nathan Petroleum Corporation,Oil Development,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,A,Beech Hill-Independence,,2/10/1993,3/30/1993,4/15/1993,4/17/1993,5/6/1993,,10/15/1993,Released,1,Vertical,8,NA,1200,-77.72511,42.08552,-77.72511,42.08552,1202,1202,0,1202,Not Listed,,,,,1/4/2022
31-101-21494-00-00 ,Yes,Yes,No,21494,Losey 24,Nathan Petroleum Corporation,Oil Development,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,A,Beech Hill-Independence,,2/20/1993,3/30/1993,4/18/1993,4/21/1993,5/3/1993,,10/18/1993,Released,1,Vertical,8,NA,1200,-77.72365,42.0856,-77.72365,42.0856,1203,1203,0,1203,Not Listed,,,,,7/8/2025
31-101-21496-00-00 ,Yes,Yes,Yes,21496,Hubbard No. 1,Semgas Storage L.L.C.,Stratigraphic,Plugged and Abandoned,Potsdam,Not Applicable,Steuben,Avoca,Avoca,G,Not Applicable,8/25/2010,4/15/1993,4/19/1993,5/5/1993,9/14/1993,9/14/1993,8/25/2010,11/4/1993,Released,0,Vertical,8,NA,10000,-77.46323,42.40532,-77.46323,42.40532,10051,10051,0,10051,Stratigraphic,Exempt - not an oil or gas well,,,,2/17/2015
31-101-21504-00-00 ,No,Yes,No,21504,Ten Guns Sportsman Club 1,Vandermark Exploration Inc.,Dry Hole,Plugged and Abandoned,Oriskany,Not Applicable,Steuben,Woodhull,Cameron,H,Jasper,10/16/1993,9/21/1993,9/27/1993,10/12/1993,10/17/1993,10/16/1993,10/16/1993,,Pre-1989 Well (N/A),0,Vertical,8,NA,4300,-77.45077,42.13552,-77.45077,42.13552,4329,4329,0,4329,Not Listed,,,,,6/25/2013
31-101-21505-00-00 ,No,Yes,No,21505,CNG Producing 1,Vandermark Exploration Inc.,Dry Hole,Plugged and Abandoned,Oriskany,Not Applicable,Steuben,Cameron,Cameron,H,Jasper,10/23/1993,9/21/1993,9/30/1993,10/19/1993,10/23/1994,10/23/1993,10/23/1993,,Pre-1989 Well (N/A),0,Vertical,8,NA,3990,-77.44592,42.15656,-77.44592,42.15656,3905,3905,0,3905,Not Listed,,,,,6/25/2013
31-101-21506-00-00 ,No,Yes,No,21506,Palmer 1,Vandermark Exploration Inc.,Dry Hole,Plugged and Abandoned,Oriskany,Not Applicable,Steuben,Howard,Canisteo,C,Howard,10/9/1993,9/21/1993,9/30/1993,10/5/1993,10/9/1993,10/9/1993,10/9/1993,10/5/1995,Released,0,Vertical,8,NA,3800,-77.53584,42.35912,-77.53584,42.35912,3723,3723,0,3723,Not Listed,,,,,2/25/2014
31-101-21551-00-00 ,Yes,Yes,Yes,21551,BPSI 8,Finger Lakes LPG Storage LLC,Disposal,Active,Queenston,Not Applicable,Steuben,Bath,Bath,F,Savona,12/31/2008,6/24/1994,8/24/1994,2/23/1995,5/1/1995,7/10/1995,,2/23/1997,Released,1,Vertical,8,NA,3400,-77.25636,42.31168,-77.25636,42.31168,6000,6000,0,6000,Stratigraphic,,,,,6/20/2018
31-101-21560-00-00 ,Yes,Yes,No,21560,Clarke 1,Eastern American Energy Corp.,Gas Wildcat,Plugged and Abandoned,Not Applicable,Oriskany,Steuben,Hornellsville,Hornell,C,Big Creek,6/26/2002,9/7/1994,9/19/1994,10/4/1994,10/12/1994,6/26/2002,6/26/2002,10/4/1996,Released,0,Vertical,8,NA,3461,-77.64546,42.35692,-77.64546,42.35692,3528,3528,0,3528,Gas Wildcat,,,,,12/22/2015
31-101-21570-00-00 ,No,Yes,No,21570,Dichario 1,Eastern American Energy Corp.,Dry Wildcat,Plugged and Abandoned,Oriskany,Not Applicable,Steuben,Hornellsville,Hornell,C,Not Applicable,12/22/1994,11/7/1994,11/23/1994,12/12/1994,12/20/1994,12/22/1994,12/22/1994,6/12/1995,Released,0,Vertical,8,NA,3600,-77.63712,42.34812,-77.63712,42.34812,3590,3590,0,3590,Not Listed,,,,,12/22/2015
31-101-21584-00-00 ,No,Yes,Yes,21584,BPSI 10,Finger Lakes LPG Storage LLC,Liquefied Petroleum Gas Storage,Active,Salina,Syracuse,Steuben,Bath,Bath,F,Savona,12/31/2005,3/15/1995,4/17/1995,6/20/1995,6/26/1995,6/30/1995,,12/20/1995,Released,1,Vertical,8,NA,3500,-77.260999,42.309192,-77.260999,42.309192,3600,3600,0,3600,Storage,,,,,7/8/2014
31-101-21585-00-00 ,Yes,Yes,No,21585,Neuenschwander 21,Nathan Petroleum Corporation,Oil Development,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,3/15/1995,3/30/1995,4/13/1995,4/16/1995,5/23/1995,,10/13/1995,Released,1,Vertical,8,NA,1850,-77.74145,42.07294,-77.74145,42.07294,1850,1850,0,1850,Not Listed,,,,,12/13/2019
31-101-21586-00-00 ,Yes,Yes,No,21586,Neuenschwander 22,Nathan Petroleum Corporation,Oil Development,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,3/15/1995,3/30/1995,4/18/1995,4/22/1995,5/15/1995,,10/18/1995,Released,1,Vertical,8,NA,1850,-77.74455,42.07075,-77.74455,42.07075,1849,1849,0,1849,Not Listed,,,,,12/13/2019
31-101-21587-00-00 ,No,Yes,Yes,21587,BPSI 9,Finger Lakes LPG Storage LLC,Liquefied Petroleum Gas Storage,Active,Salina,Syracuse,Steuben,Bath,Bath,F,Savona,12/31/2005,3/27/1995,4/18/1995,5/8/1995,5/17/1995,6/1/1995,,12/8/1995,Released,1,Vertical,8,NA,3500,-77.258989,42.308961,-77.258989,42.308961,3765,3765,0,3765,Storage,,,,,7/8/2014
31-101-21588-00-00 ,No,Yes,Yes,21588,BPSI 11,Finger Lakes LPG Storage LLC,Liquefied Petroleum Gas Storage,Active,Salina,Syracuse,Steuben,Bath,Bath,F,Savona,12/31/2005,3/27/1995,4/18/1995,6/2/1995,6/7/1995,6/15/1995,,12/2/1995,Released,1,Vertical,8,NA,3500,-77.258504,42.310773,-77.258504,42.310773,3773,3773,0,3773,Storage,,,,,7/8/2014
31-101-21589-00-00 ,No,Yes,Yes,21589,BPSI 12,Finger Lakes LPG Storage LLC,Liquefied Petroleum Gas Storage,Active,Salina,Syracuse,Steuben,Bath,Bath,F,Savona,12/31/2005,3/27/1995,4/18/1995,7/24/1995,7/29/1995,8/2/1995,,1/24/1996,Released,1,Vertical,8,NA,3500,-77.259027,42.307368,-77.259027,42.307368,3610,3610,0,3610,Storage,,,,,7/8/2014
31-101-21590-00-00 ,No,Yes,Yes,21590,BPSI 13,Finger Lakes LPG Storage LLC,Liquefied Petroleum Gas Storage,Active,Salina,Syracuse,Steuben,Bath,Bath,F,Savona,12/31/2005,3/27/1995,4/18/1995,8/27/1995,9/2/1995,9/6/1995,,2/27/1996,Released,1,Vertical,8,NA,3500,-77.255384,42.310779,-77.255384,42.310779,3601,3601,0,3601,Liquefied Petroleum Gas Storage,,,,,7/8/2014
31-101-21591-00-00 ,Yes,Yes,Yes,21591,Erwin Game Management 1,Vandermark Exploration Inc.,Gas Wildcat,Plugged and Abandoned,Oriskany,Oriskany,Steuben,Erwin,Campbell,I,Coopers Plains,12/22/2009,10/21/1995,12/26/1995,1/4/1996,1/24/1996,12/22/2009,12/22/2009,1/4/1998,Released,0,Vertical,8,ST,4000,-77.13521,42.16583,-77.13521,42.16583,3768,3768,0,3768,Not Listed,,,,,6/30/2014
31-101-21592-00-00 ,Yes,Yes,Yes,21592,Gray 21625,Chesapeake Appalachia LLC,Gas Wildcat,Plugged and Abandoned,Black River,Black River,Steuben,Pulteney,Pulteney,G,Glodes Corners Road,,4/18/1995,5/25/1995,6/30/1995,7/23/1995,7/23/1995,7/13/2021,6/30/1997,Released,1,Directional,8,NA,7600,-77.23641,42.54078,-77.23729,42.54064,7176,7493,6081,1412,Gas Wildcat,,,,,7/27/2021
31-101-21593-00-00 ,No,Yes,No,21593,Hollands 1,Eastern American Energy Corp.,Not Listed,Expired Permit,Oriskany,Not Applicable,Steuben,Hornellsville,Hornell,C,Not Applicable,,4/18/1995,6/25/1997,,,,,,Pre-1989 Well (N/A),1,Vertical,8,NA,3961,-77.64031,42.35532,-77.64031,42.35532,0,0,0,0,Not Listed,,,,,12/22/2015
31-101-21598-00-00 ,No,Yes,No,21598,BPSI 2a,Bath Petroleum Storage Inc.,Not Listed,Plugged and Abandoned,Salina,Not Applicable,Steuben,Bath,Bath,F,Bath-Lpg,7/21/1995,5/22/1995,6/30/1995,7/12/1995,,,7/21/1995,1/12/1996,Released,0,Vertical,8,NA,3500,-77.254694,42.306417,-77.254694,42.306417,2845,2845,0,2845,Brine,,,,,1/31/2019
31-101-21601-00-00 ,Yes,Yes,Yes,21601,Mitchell 2,Semgas Storage L.L.C.,Disposal,Plugged and Abandoned,Pre-Cambrian,Precambrian,Steuben,Avoca,Avoca,E,Avoca,8/21/2010,7/10/1995,8/17/1995,9/10/1995,1/30/1996,7/29/1996,8/21/2010,9/11/1997,Released,0,Directional,8,NA,9900,-77.45341,42.43337,-77.45341,42.43337,9786,11891,4731,7160,Disposal,Exempt - not an oil or gas well,,,,2/17/2015
31-101-21606-00-00 ,Yes,Yes,Yes,21606,Neuenschwander 23,Nathan Petroleum Corporation,Enhanced Oil Recovery - Injection,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,7/24/1995,8/22/1995,8/28/1995,8/31/1995,9/15/1995,,2/28/1996,Released,1,Vertical,8,NA,1300,-77.74214,42.07406,-77.74214,42.07406,1226,1226,0,1226,Oil Development,,,,,12/18/2024
31-101-21607-00-00 ,Yes,Yes,Yes,21607,Neuenschwander 24,Nathan Petroleum Corporation,Enhanced Oil Recovery - Injection,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,7/24/1995,8/23/1995,8/30/1995,9/1/1995,9/17/1995,,3/1/1996,Released,1,Vertical,8,NA,1300,-77.74365,42.07408,-77.74365,42.07408,1223,1223,0,1223,Oil Development,,,,,12/18/2024
31-101-21608-00-00 ,Yes,Yes,Yes,21608,Neuenschwander 25,Nathan Petroleum Corporation,Enhanced Oil Recovery - Injection,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,7/24/1995,8/23/1995,9/2/1995,9/3/1995,9/18/1995,,3/2/1996,Released,1,Vertical,8,NA,1300,-77.74513,42.07408,-77.74513,42.07408,1215,1215,0,1215,Oil Development,,,,,12/18/2024
31-101-21609-00-00 ,Yes,Yes,Yes,21609,Neuenschwander 26,Nathan Petroleum Corporation,Enhanced Oil Recovery - Injection,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,7/24/1995,8/23/1995,9/4/1995,9/5/1995,9/20/1995,,3/4/1996,Released,1,Vertical,8,NA,1300,-77.74221,42.07294,-77.74221,42.07294,1211,1211,0,1211,Oil Development,,,,,12/18/2024
31-101-21610-00-00 ,Yes,Yes,Yes,21610,Neuenschwander 27,Nathan Petroleum Corporation,Enhanced Oil Recovery - Injection,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,7/24/1995,8/23/1995,9/3/1995,9/4/1995,9/24/1995,,3/3/1996,Released,1,Vertical,8,NA,1300,-77.74372,42.07294,-77.74372,42.07294,1202,1202,0,1202,Oil Development,,,,,12/18/2024
31-101-21611-00-00 ,Yes,Yes,Yes,21611,Neuenschwander 28,Nathan Petroleum Corporation,Enhanced Oil Recovery - Injection,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,9/5/1995,9/11/1995,9/22/1995,9/23/1995,9/27/1995,,3/22/1996,Released,1,Vertical,8,NA,1300,-77.74519,42.07304,-77.74519,42.07304,1215,1215,0,1215,Oil Development,,,,,12/18/2024
31-101-21612-00-00 ,Yes,Yes,Yes,21612,Neuenschwander 29,Nathan Petroleum Corporation,Enhanced Oil Recovery - Injection,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,7/24/1995,8/23/1995,9/7/1995,9/8/1995,9/29/1995,,3/7/1996,Released,1,Vertical,8,NA,1300,-77.74224,42.07183,-77.74224,42.07183,1234,1234,0,1234,Oil Development,,,,,12/18/2024
31-101-21613-00-00 ,Yes,Yes,Yes,21613,Neuenschwander 30,Nathan Petroleum Corporation,Enhanced Oil Recovery - Injection,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,7/24/1995,8/23/1995,9/11/1995,9/12/1995,9/30/1995,,3/11/1996,Released,1,Vertical,8,NA,1300,-77.74375,42.07186,-77.74375,42.07186,1231,1231,0,1231,Oil Development,,,,,12/18/2024
31-101-21614-00-00 ,Yes,Yes,Yes,21614,Neuenschwander 31,Nathan Petroleum Corporation,Enhanced Oil Recovery - Injection,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,7/24/1995,9/11/1995,9/20/1995,9/21/1995,10/2/1995,,3/20/1996,Released,1,Vertical,8,NA,1300,-77.74523,42.0719,-77.74523,42.0719,1176,1176,0,1176,Oil Development,,,,,12/18/2024
31-101-21615-00-00 ,Yes,Yes,Yes,21615,Neuenschwander 32,Nathan Petroleum Corporation,Enhanced Oil Recovery - Injection,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,7/24/1995,8/23/1995,9/17/1995,9/18/1995,10/3/1995,,3/17/1996,Released,1,Vertical,8,NA,1300,-77.74228,42.0707,-77.74228,42.0707,1263,1263,0,1263,Oil Development,,,,,12/18/2024
31-101-21616-00-00 ,Yes,Yes,Yes,21616,Neuenschwander 33,Nathan Petroleum Corporation,Enhanced Oil Recovery - Injection,Active,Fulmer Valley,Fulmer Valley,Steuben,West Union,Rexville,D,Beech Hill-Independence,,7/24/1995,8/23/1995,9/14/1995,9/15/1995,10/4/1995,,3/14/1996,Released,1,Vertical,8,NA,1300,-77.74379,42.07074,-77.74379,42.07074,1231,1231,0,1231,Oil Development,,,,,12/18/2024
