API Well Number,Production Information,Formation Tops,Casing and Cementing,Hole Number,Well Name,Company Name,Well Type,Well Status,Objective Formation,Producing Formation,County,Town,Map Quadrangle,Quad Section Code,Field,Status Date,Permit Application Date,Permit Issued Date,Spud/Start Drilling Date,Total Depth Date,Well Completion Date,Plugging & Abandonment Date,Confidential Expiration Date,Confid. Period Type,Subject to Financial Security,Well Orientation,NYSDEC Region,State Lease,Proposed Total Depth,Surface Longitude,Surface Latitude,Bottom Hole Longitude,Bottom Hole Latitude,True Vertical Depth,Bottom Hole Total Measured Depth,Kickoff Depth,Drilled Depth,Proposed Well Type,Spacing,Spacing Acres,Integration,Hearing Date,Last Modified Date
31-009-21926-00-00 ,Yes,Yes,No,21926,Mosher 7030,Pan Energy Company Inc.,Gas Development,Active,Medina,Medina,Cattaraugus,Leon,Cherry Creek,C,Lakeshore,,9/6/1990,9/18/1990,10/17/1990,10/22/1990,4/11/1991,,4/17/1991,Released,1,Vertical,9,NA,3500,-79.01455,42.34234,-79.01455,42.34234,3446,3446,0,3446,Not Listed,,,,,12/13/2019
31-009-21931-00-00 ,Yes,Yes,No,21931,Case 19,Case Brothers Inc.,Oil Development,Active,Bradford,Chipmunk, Bradford 1st & 2nd,Cattaraugus,Carrollton,Knapp Creek,H,Chipmunk,,9/21/1990,9/24/1990,9/26/1990,9/28/1990,10/1/1990,,3/26/1991,Released,1,Vertical,9,NA,1300,-78.58067,42.01904,-78.58067,42.01904,1344,1344,0,1344,Not Listed,,,,,3/4/2020
31-009-21932-00-00 ,Yes,Yes,No,21932,Kickbush 2,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Leon,Cherry Creek,I,Lakeshore,,8/21/1990,9/26/1990,10/17/1990,10/24/1990,11/23/1991,,4/16/1991,Released,1,Vertical,9,NA,3999,-79.03497,42.27503,-79.03497,42.27503,3862,3862,0,3862,Not Listed,,,,,12/2/2024
31-009-21933-00-00 ,Yes,Yes,No,21933,Ennis 2,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Leon,Cherry Creek,H,Lakeshore,,8/21/1990,9/26/1990,10/28/1990,11/1/1990,12/11/1991,,4/26/1991,Released,1,Vertical,9,NA,3999,-79.04957,42.27358,-79.04957,42.27358,3664,3664,0,3664,Not Listed,,,,,12/2/2024
31-009-21934-00-00 ,Yes,Yes,No,21934,Miller 1241,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Leon,New Albion,G,Lakeshore,,8/23/1990,9/26/1990,1/9/1991,1/14/1991,2/20/1991,,1/8/1993,Released,1,Vertical,9,NA,4150,-78.99835,42.26739,-78.99835,42.26739,4114,4114,0,4114,Not Listed,,,,,12/13/2019
31-009-21935-00-00 ,Yes,Yes,No,21935,Bell 1243,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Leon,Cherry Creek,C,Lakeshore,,8/29/1990,9/26/1990,12/21/1990,12/27/1990,2/18/1991,,12/21/1992,Released,1,Vertical,9,NA,3450,-79.02753,42.33946,-79.02753,42.33946,3574,3574,0,3574,Not Listed,,,,,12/2/2024
31-009-21937-00-00 ,No,Yes,No,21937,Lampson; E 2,Ivan Hall & Associates Inc.,Not Listed,Transferred Permit,Medina,Not Applicable,Cattaraugus,Leon,Cherry Creek,H,Not Applicable,3/12/1991,9/25/1990,10/1/1990,,,,,,Pre-1989 Well (N/A),0,Vertical,9,NA,3999,-79.05697,42.26684,-79.05697,42.26684,0,0,0,0,Not Listed,,,,,
31-009-21938-00-00 ,Yes,Yes,No,21938,Miller; S 2,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Conewango,Cherry Creek,I,Lakeshore,,2/5/1992,2/11/1992,2/24/1992,,5/14/1992,,8/24/1992,Released,1,Vertical,9,NA,3999,-79.0378,42.26027,-79.0378,42.26027,3725,3725,0,3725,Not Listed,,,,,12/13/2019
31-009-21939-00-00 ,Yes,Yes,No,21939,Ennis; G 3,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Leon,Cherry Creek,H,Lakeshore,,9/25/1990,10/1/1990,11/2/1990,12/3/1990,11/11/1991,,5/4/1991,Released,1,Vertical,9,NA,3999,-79.056676,42.272119,-79.056676,42.272119,3669,3669,0,3669,Not Listed,,,,,12/2/2024
31-009-21940-00-00 ,Yes,Yes,No,21940,Lampson; E 1,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Leon,Cherry Creek,H,Lakeshore,,9/25/1990,10/1/1990,10/29/1990,11/8/1990,12/2/1991,,4/29/1991,Released,1,Vertical,9,NA,3999,-79.0505,42.26648,-79.0505,42.26648,3669,3669,0,3669,Not Listed,,,,,12/2/2024
31-009-21942-00-00 ,Yes,Yes,Yes,21942,Evans et2,AC Oil LLC,Oil Development,Active,Bradford,Bradford,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,,9/7/1990,10/1/1990,11/2/1990,11/7/1990,11/23/1990,,5/2/1991,Released,1,Vertical,9,NA,1665,-78.6074,42.01093,-78.6074,42.01093,1665,1665,0,1665,Not Listed,,,,,8/25/2020
31-009-21943-00-00 ,Yes,Yes,Yes,21943,Evans et1,AC Oil LLC,Oil Development,Active,Bradford,Bradford,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,,9/7/1990,10/1/1990,11/9/1990,11/14/1990,11/28/1990,,5/9/1991,Released,1,Vertical,9,NA,1610,-78.60814,42.01203,-78.60814,42.01203,1613,1613,0,1613,Not Listed,,,,,8/25/2020
31-009-21947-00-00 ,No,Yes,No,21947,Hill 7,Cordova Resources Inc.,Oil Development,Transferred Permit,Bradford,Not Applicable,Cattaraugus,Carrollton,Knapp Creek,D,Not Applicable,,9/5/1990,10/3/1990,,,,,,Pre-1989 Well (N/A),0,Vertical,9,NA,1000,-78.60466,42.07641,-78.60466,42.07641,0,0,0,0,Not Listed,,,,,1/9/1995
31-009-21949-00-00 ,Yes,Yes,No,21949,Hostetler 1256,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Leon,Cherry Creek,F,Lakeshore,,9/10/1990,10/5/1990,12/10/1990,12/19/1991,2/21/1991,,6/10/1991,Released,1,Vertical,9,NA,3870,-79.004976,42.296926,-79.004976,42.296926,3815,3815,0,3815,Not Listed,,,,,12/2/2024
31-009-21950-00-00 ,Yes,Yes,No,21950,Spafford 10,Mills Cary,Oil Development,Active,Chipmunk,Bradford & Chipmunk,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,,10/3/1990,10/5/1990,10/16/1990,10/24/1990,10/28/1990,,4/16/1991,Released,1,Vertical,9,NA,995,-78.58649,42.01288,-78.58649,42.01288,998,998,0,998,Not Listed,,,,,5/18/2021
31-009-21952-00-00 ,Yes,Yes,No,21952,Shultz 21,Shultz Todd W.,Oil Development,Active,Bradford,Chipmunk,Cattaraugus,Carrollton,Knapp Creek,G,Chipmunk,,10/2/1990,10/10/1990,10/10/1990,10/15/1990,10/25/1990,,4/10/1991,Released,1,Vertical,9,NA,800,-78.61577,42.02124,-78.61577,42.02124,818,818,0,818,Not Listed,,,,,10/22/2020
31-009-21953-00-00 ,Yes,Yes,No,21953,Miller; P 2,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Leon,Cherry Creek,H,Lakeshore,,9/25/1990,10/10/1990,11/12/1990,11/28/1990,12/9/1991,,5/15/1990,Released,1,Vertical,9,NA,3999,-79.04809,42.2623,-79.04809,42.2623,3692,3692,0,3692,Not Listed,,,,,12/13/2019
31-009-21957-00-00 ,Yes,Yes,No,21957,Degitz 1,Estate of Scott R. Stevenson Jr.,Oil Development,Plugged and Abandoned,Chipmunk,Bradford & Chipmunk,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,10/10/2019,10/10/1990,10/17/1990,10/27/1990,11/5/1990,11/10/1990,10/10/2019,4/27/1991,Released,1,Vertical,9,NA,999,-78.58876,42.01274,-78.58876,42.01274,999,999,0,999,Not Listed,,,,,10/1/2020
31-009-21958-00-00 ,Yes,Yes,No,21958,Degitz 2,Mills Cary,Oil Development,Active,Chipmunk,Bradford & Chipmunk,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,,10/16/1990,10/17/1990,11/6/1990,11/17/1990,11/22/1990,,5/6/1991,Released,1,Vertical,9,NA,999,-78.58973,42.01255,-78.58973,42.01255,990,990,0,990,Not Listed,,,,,5/18/2021
31-009-21965-00-00 ,Yes,Yes,No,21965,Miller; S 3,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Conewango,Cherry Creek,I,Lakeshore,,10/16/1990,10/24/1990,11/7/1990,11/11/1990,11/25/1991,,5/5/1991,Released,1,Vertical,9,NA,3999,-79.03195,42.25749,-79.03195,42.25749,3807,3807,0,3807,Not Listed,,,,,12/13/2019
31-009-21966-00-00 ,Yes,Yes,No,21966,Miller; E 1,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Leon,Cherry Creek,I,Lakeshore,,10/15/1990,10/24/1990,4/19/1991,5/15/1991,11/4/1991,,10/19/1991,Released,1,Vertical,9,NA,3999,-79.02215,42.26312,-79.02215,42.26312,3900,3900,0,3900,Not Listed,,,,,12/13/2019
31-009-21967-00-00 ,Yes,Yes,No,21967,Miller; E 3,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Leon,Cherry Creek,I,Lakeshore,,2/5/1992,2/11/1992,3/4/1992,3/11/1992,4/27/1992,,9/4/1992,Released,1,Vertical,9,NA,3999,-79.02071,42.26674,-79.02071,42.26674,3930,3930,0,3930,Not Listed,,,,,12/13/2019
31-009-21974-00-00 ,Yes,Yes,Yes,21974,C&T 7,Case Brothers Inc.,Oil Development,Active,Chipmunk,Chipmunk, Bradford 1st & 2nd,Cattaraugus,Carrollton,Knapp Creek,G,Chipmunk,,10/22/1990,10/31/1990,11/9/1990,11/14/1990,12/5/1990,,5/9/1991,Released,1,Vertical,9,NA,900,-78.61285,42.03362,-78.61285,42.03362,968,968,0,968,Not Listed,,,,,3/4/2020
31-009-21975-00-00 ,Yes,Yes,Yes,21975,C&T 6,Case Brothers Inc.,Oil Development,Active,Chipmunk,Chipmunk, Bradford 1st & 2nd,Cattaraugus,Carrollton,Knapp Creek,G,Chipmunk,,10/22/1990,10/31/1990,11/6/1990,11/8/1990,12/5/1990,,5/5/1991,Released,1,Vertical,9,NA,850,-78.61285,42.03472,-78.61285,42.03472,896,896,0,896,Not Listed,,,,,3/4/2020
31-009-21980-00-00 ,No,Yes,No,21980,Lampson; E 7041,Ivan Hall & Associates Inc.,Not Listed,Transferred Permit,Medina,Not Applicable,Cattaraugus,Leon,Cherry Creek,H,Not Applicable,2/22/1991,9/25/1990,11/8/1990,,,,,,Pre-1989 Well (N/A),0,Vertical,9,NA,3800,-79.04245,42.27701,-79.04245,42.27701,0,0,0,0,Not Listed,,,,,
31-009-21982-00-00 ,Yes,Yes,No,21982,Hamm 16,Mills Cary,Oil Development,Active,Chipmunk,Bradford & Chipmunk,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,,11/5/1990,11/8/1990,12/16/1990,12/22/1990,1/9/1991,,6/18/1991,Released,1,Vertical,9,NA,1000,-78.58971,42.01368,-78.58971,42.01368,995,995,0,995,Not Listed,,,,,5/18/2021
31-009-21983-00-00 ,Yes,Yes,No,21983,Spafford 11,Mills Cary,Oil Development,Active,Chipmunk,Bradford & Chipmunk,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,,11/5/1990,12/31/1990,10/21/1991,10/28/1991,11/2/1991,,4/21/1992,Released,1,Vertical,9,NA,1000,-78.58769,42.01269,-78.58769,42.01269,998,998,0,998,Not Listed,,,,,9/10/2024
31-009-21984-00-00 ,Yes,Yes,No,21984,White-Mills 2,White Christina L.,Oil Development,Active,Chipmunk,Chipmunk,Cattaraugus,Carrollton,Knapp Creek,G,Chipmunk,,10/11/1990,11/14/1990,11/23/1990,11/28/1990,12/5/1990,,5/21/1990,Released,1,Vertical,9,NA,850,-78.61791,42.02351,-78.61791,42.02351,872,872,0,872,Not Listed,,,,,10/22/2020
31-009-21985-00-00 ,Yes,Yes,No,21985,Smith 18,Case Brothers Inc.,Oil Development,Active,Bradford,Chipmunk & Bradford 2nd,Cattaraugus,Allegany,Knapp Creek,H,Chipmunk,,10/31/1990,11/14/1990,11/29/1990,12/1/1990,12/13/1990,,5/29/1991,Released,1,Vertical,9,NA,1300,-78.57887,42.02223,-78.57887,42.02223,1318,1318,0,1318,Not Listed,,,,,3/4/2020
31-009-21986-00-00 ,Yes,Yes,No,21986,Miller 1244,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Leon,Cherry Creek,I,Lakeshore,,8/29/1990,11/15/1990,1/3/1991,1/7/1991,2/27/1991,,1/1/1993,Released,1,Vertical,9,NA,3880,-79.03494,42.28054,-79.03494,42.28054,3885,3885,0,3885,Not Listed,,,,,12/13/2019
31-009-21994-00-00 ,No,Yes,No,21994,Smith 7,Verner & Harvey Smith Oil Co.,Not Listed,Expired Permit,Chipmunk,Not Applicable,Cattaraugus,Carrollton,Knapp Creek,G,Not Applicable,5/26/1991,11/14/1990,11/26/1990,,,,,,Pre-1989 Well (N/A),1,Vertical,9,NA,990,-78.62418,42.03004,-78.62418,42.03004,0,0,0,0,Not Listed,,,,,
31-009-21998-00-00 ,Yes,Yes,No,21998,Benson 2,Hydrocarbon Generation Inc.,Gas Development,Active,Oriskany,Oriskany,Cattaraugus,Allegany,Knapp Creek,B,Chipmunk,,11/6/1990,11/29/1990,12/18/1990,2/25/1991,3/1/1991,,12/18/1992,Released,1,Vertical,9,NA,4000,-78.564567,42.085452,-78.564567,42.085452,3536,3536,0,3536,Not Listed,,,,,12/13/2019
31-009-22003-00-00 ,Yes,Yes,No,22003,Ghent 1,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Leon,Cherry Creek,I,Lakeshore,,10/19/1990,12/3/1990,12/4/1990,3/10/1991,10/31/1991,,6/4/1991,Released,1,Vertical,9,NA,3999,-79.02694,42.27288,-79.02694,42.27288,3760,3760,0,3760,Not Listed,,,,,12/2/2024
31-009-22004-00-00 ,No,Yes,Yes,22004,Benjamin 1,Benjamin Oil Co.,Oil Development,Plugged and Abandoned,Chipmunk,Chipmunk, Bradford 1st & 2nd,Cattaraugus,Carrollton,Knapp Creek,G,Chipmunk,7/15/1993,12/4/1990,12/7/1990,12/13/1990,12/14/1990,12/30/1990,7/15/1993,6/13/1991,Released,0,Vertical,9,NA,950,-78.62418,42.03224,-78.62418,42.03224,1000,1000,0,1000,Not Listed,,,,,7/27/1993
31-009-22009-00-00 ,No,Yes,No,22009,Geiger Hollow 237,Frank H. Stephan Oil Group,Oil Development,Plugged and Abandoned,Bradford,Not Applicable,Cattaraugus,Allegany,Knapp Creek,I,Bradford,11/14/2000,12/17/1990,12/20/1990,12/21/1990,12/21/1990,11/14/2000,11/14/2000,6/26/1991,Released,0,Vertical,9,NA,1900,-78.5191,42.03843,-78.5191,42.03843,1118,1118,0,1118,Not Listed,,,,,3/19/2001
31-009-22011-00-00 ,Yes,Yes,No,22011,Degitz 4,Mills Cary,Oil Development,Active,Bradford,Bradford & Chipmunk,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,,12/11/1990,12/20/1990,12/26/1990,12/31/1990,2/16/1991,,6/26/1991,Released,1,Vertical,9,NA,1250,-78.58929,42.0113,-78.58929,42.0113,1475,1475,0,1475,Not Listed,,,,,5/18/2021
31-009-22026-00-00 ,Yes,Yes,Yes,22026,C&T 4,Case Brothers Inc.,Oil Development,Active,Bradford,Chipmunk, Bradford 1st & 2nd,Cattaraugus,Carrollton,Knapp Creek,G,Chipmunk,,1/8/1991,1/15/1991,2/5/1991,2/15/1991,2/28/1991,,8/5/1991,Released,1,Vertical,9,NA,1100,-78.61139,42.03161,-78.61139,42.03161,1100,1100,0,1100,Not Listed,,,,,3/4/2020
31-009-22031-00-00 ,No,Yes,No,22031,Fesenmyer 25-2,Shannon Roy,Dry Hole,Plugged and Abandoned,Chipmunk,Not Applicable,Cattaraugus,Carrollton,Limestone,I,Chipmunk,2/6/1992,10/29/1990,1/23/1991,7/22/1991,7/23/1991,2/6/1992,2/6/1992,1/22/1992,Released,0,Vertical,9,NA,980,-78.6258,42.02168,-78.6258,42.02168,20,20,0,20,Not Listed,,,,,4/15/1999
31-009-22036-00-00 ,Yes,Yes,No,22036,Thropp cbb2,Cal Ban Corp.,Oil Development,Not Reported on AWR,Upper Devonian,Bradford,Cattaraugus,Allegany,Olean,A,Five Mile,12/31/2024,1/10/1991,1/29/1991,2/7/1991,2/21/1991,2/21/1991,,8/7/1991,Released,1,Vertical,9,NA,1570,-78.48174,42.11427,-78.48174,42.11427,1510,1510,0,1510,Not Listed,,,,,8/19/2025
31-009-22038-00-00 ,Yes,Yes,No,22038,Burgett 1,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Otto,New Albion,C,Lakeshore,,1/28/1991,1/31/1991,3/31/1991,4/10/1991,4/24/1991,,9/29/1991,Released,1,Vertical,9,NA,3350,-78.87828,42.35996,-78.87828,42.35996,3352,3352,0,3352,Not Listed,,,,,12/2/2024
31-009-22039-00-00 ,Yes,Yes,No,22039,Shetler; E 5,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Dayton,New Albion,A,Lakeshore,,7/27/1990,1/31/1991,3/31/1991,4/23/1991,5/2/1991,,10/1/1991,Released,1,Vertical,9,NA,3501,-78.97517,42.35424,-78.97517,42.35424,3450,3450,0,3450,Not Listed,,,,,1/16/2026
31-009-22041-00-00 ,Yes,Yes,Yes,22041,Buchanan 1,Case Brothers Inc.,Oil Development,Plugged and Abandoned,Bradford,Chipmunk, Bradford 1st & 2nd,Cattaraugus,Carrollton,Knapp Creek,G,Chipmunk,7/8/2022,2/6/1991,2/20/1991,2/25/1991,3/12/1991,4/10/1991,7/8/2022,8/25/1991,Released,1,Vertical,9,NA,790,-78.61208,42.03652,-78.61208,42.03652,819,819,0,819,Not Listed,,,,,7/8/2022
31-009-22045-00-00 ,Yes,Yes,No,22045,Lampson; E 7041,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Leon,Cherry Creek,I,Lakeshore,,1/9/1991,2/21/1991,4/19/1991,7/15/1991,11/25/1991,,10/19/1991,Released,1,Vertical,9,NA,3800,-79.04089,42.2755,-79.04089,42.2755,3755,3755,0,3755,Not Listed,,,,,12/2/2024
31-009-22054-00-00 ,Yes,Yes,Yes,22054,Nccgs 1,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Otto,Collins Center,E,Utley Brook,,5/7/1990,3/5/1991,6/3/1991,6/7/1991,6/24/1991,,12/3/1991,Released,1,Vertical,9,NA,3295,-78.82832,42.44593,-78.82832,42.44593,3010,3010,0,3010,Not Listed,,,,,12/13/2019
31-009-22055-00-00 ,Yes,Yes,No,22055,Salisbury; M 4,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Otto,Cattaraugus,A,Lakeshore,,2/15/1991,3/5/1991,4/11/1991,4/19/1991,4/24/1991,,10/10/1991,Released,1,Vertical,9,NA,3500,-78.87301,42.3602,-78.87301,42.3602,3508,3508,0,3508,Not Listed,,,,,12/13/2019
31-009-22059-00-00 ,Yes,Yes,No,22059,Birch Run New 7,McCracken Oil & Gas LLC,Oil Development,Active,Chipmunk,Chipmunk,Cattaraugus,Allegany,Knapp Creek,E,Chipmunk,,2/11/1991,3/12/1991,3/28/1991,11/18/1991,11/28/1991,,9/28/1991,Released,1,Vertical,9,NA,1000,-78.55095,42.07115,-78.55095,42.07115,1275,1275,0,1275,Not Listed,,,,,12/13/2019
31-009-22064-00-00 ,Yes,Yes,No,22064,Hershberger 1,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Leon,Cherry Creek,I,Lakeshore,,3/12/1991,3/25/1991,4/1/1991,5/7/1991,11/25/1991,,10/1/1991,Released,1,Vertical,9,NA,3999,-79.034,42.26347,-79.034,42.26347,3775,3775,0,3775,Not Listed,,,,,12/2/2024
31-009-22065-00-00 ,Yes,Yes,No,22065,Ennis 1,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Leon,Cherry Creek,I,Lakeshore,,2/5/1992,2/11/1992,2/20/1992,2/28/1992,4/27/1992,,8/20/1992,Released,1,Vertical,9,NA,3999,-79.0412,42.27165,-79.0412,42.27165,3850,3850,0,3850,Not Listed,,,,,12/2/2024
31-009-22067-00-00 ,No,Yes,No,22067,Schwarz 1,Keystone Energy Oil & Gas Inc,Not Listed,Expired Permit,Medina,Not Applicable,Cattaraugus,Otto,Cattaraugus,A,Lakeshore,10/15/1992,4/4/1991,4/15/1991,,,,,,Pre-1989 Well (N/A),1,Vertical,9,NA,3500,-78.85754,42.35141,-78.85754,42.35141,0,0,0,0,Not Listed,,,,,
31-009-22069-00-00 ,Yes,Yes,No,22069,Schwarz 3,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,New Albion,Cattaraugus,A,Lakeshore,,4/4/1991,4/16/1991,4/22/1991,4/26/1991,5/9/1991,,10/22/1991,Released,1,Vertical,9,NA,3500,-78.8574,42.34319,-78.8574,42.34319,3511,3511,0,3511,Not Listed,,,,,12/13/2019
31-009-22070-00-00 ,No,Yes,Yes,22070,Benjamin 8,Benjamin Oil Co.,Oil Development,Plugged and Abandoned,Bradford,Chipmunk, Bradford 1st & 2nd,Cattaraugus,Carrollton,Limestone,I,Chipmunk,7/20/1993,4/15/1991,4/18/1991,4/18/1991,4/20/1991,4/24/1991,7/20/1993,10/19/1991,Released,0,Vertical,9,NA,900,-78.62779,42.03223,-78.62779,42.03223,850,850,0,850,Not Listed,,,,,7/28/1993
31-009-22080-00-00 ,Yes,Yes,No,22080,Barber 1,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Otto,Collins Center,D,Lakeshore,,4/9/1991,4/23/1991,6/7/1991,6/12/1991,6/24/1991,,12/7/1991,Released,1,Vertical,9,NA,3540,-78.8707,42.42181,-78.8707,42.42181,3535,3535,0,3535,Not Listed,,,,,12/2/2024
31-009-22081-00-00 ,Yes,Yes,Yes,22081,Benson 3,Hydrocarbon Generation Inc.,Gas Development,Inactive,Medina,Oriskany,Cattaraugus,Allegany,Knapp Creek,E,Chipmunk,,4/23/1991,4/25/1991,5/16/1991,6/24/1991,7/10/1991,,11/16/1991,Released,1,Vertical,9,NA,4000,-78.564792,42.076096,-78.564792,42.076096,4214,4214,0,4214,Not Listed,,,,,8/25/2020
31-009-22082-00-00 ,Yes,Yes,No,22082,Case 20a,Case Brothers Inc.,Oil Development,Active,Bradford,Chipmunk, Bradford 1st & 2nd,Cattaraugus,Carrollton,Knapp Creek,G,Chipmunk,,4/23/1991,4/29/1991,5/1/1991,5/3/1991,5/10/1991,,11/1/1991,Released,1,Vertical,9,NA,950,-78.58849,42.02008,-78.58849,42.02008,1080,1080,0,1080,Not Listed,,,,,3/4/2020
31-009-22086-00-00 ,No,Yes,No,22086,Benjamin 1,Benjamin Oil Co.,Not Listed,Expired Permit,Bradford,Not Applicable,Cattaraugus,Carrollton,Knapp Creek,G,Not Applicable,2/13/1992,4/30/1991,5/9/1991,,,,,,Pre-1989 Well (N/A),1,Vertical,9,NA,950,-78.62484,42.03216,-78.62484,42.03216,0,0,0,0,Not Listed,,,,,8/6/2018
31-009-22087-00-00 ,Yes,Yes,No,22087,Goodman w21,McCracken Oil & Gas LLC,Oil Development,Active,Bradford,Bradford,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,,5/7/1991,5/15/1991,5/30/1991,6/1/1991,6/13/1991,,12/1/1991,Released,1,Vertical,9,NA,1200,-78.61164,42.00547,-78.61164,42.00547,1274,1274,0,1274,Not Listed,,,,,12/13/2019
31-009-22092-00-00 ,Yes,Yes,Yes,22092,Case 11a,Case Brothers Inc.,Oil Development,Active,Bradford,Chipmunk, Bradford 1st & 2nd,Cattaraugus,Carrollton,Knapp Creek,H,Chipmunk,,5/23/1991,6/3/1991,6/3/1991,6/7/1991,6/14/1991,,12/3/1991,Released,1,Vertical,9,NA,1001,-78.58159,42.02213,-78.58159,42.02213,1288,1288,0,1288,Not Listed,,,,,3/4/2020
31-009-22094-00-00 ,Yes,Yes,No,22094,Shultz 22,Shultz Todd W.,Oil Development,Active,Bradford,Chipmunk & Bradford 2nd,Cattaraugus,Carrollton,Knapp Creek,G,Chipmunk,,5/31/1991,6/11/1991,6/11/1991,6/14/1991,6/20/1991,,12/11/1991,Released,1,Vertical,9,NA,915,-78.61599,42.01863,-78.61599,42.01863,994,994,0,994,Not Listed,,,,,10/22/2020
31-009-22096-00-00 ,Yes,Yes,Yes,22096,Wedge 012,Little Jay R.,Oil Development,Active,Chipmunk,Chipmunk, Bradford 2nd & 3rd,Cattaraugus,Carrollton,Knapp Creek,G,Bradford,,5/31/1991,6/13/1991,6/28/1991,7/5/1991,8/12/1991,,12/28/1991,Released,1,Vertical,9,NA,1100,-78.60651,42.022375,-78.60651,42.022375,1099,1099,0,1099,Not Listed,,,,,10/22/2020
31-009-22099-00-00 ,Yes,Yes,No,22099,Smith 19,Case Brothers Inc.,Oil Development,Active,Bradford,Bradford,Cattaraugus,Allegany,Knapp Creek,H,Bradford,,6/11/1991,6/19/1991,7/1/1991,7/5/1991,7/15/1991,,1/1/1992,Released,1,Vertical,9,NA,1350,-78.57964,42.02267,-78.57964,42.02267,1295,1295,0,1295,Not Listed,,,,,3/4/2020
31-009-22104-00-00 ,Yes,Yes,Yes,22104,Case 6a,Case Brothers Inc.,Oil Development,Active,Bradford,Chipmunk, Bradford 1st & 2nd,Cattaraugus,Carrollton,Knapp Creek,H,Chipmunk,,6/26/1991,6/27/1991,7/9/1991,7/16/1991,8/5/1991,,1/9/1992,Released,1,Vertical,9,NA,1050,-78.58077,42.02283,-78.58077,42.02283,1342,1342,0,1342,Not Listed,,,,,3/4/2020
31-009-22105-00-00 ,Yes,Yes,No,22105,Case 17,Case Brothers Inc.,Oil Development,Active,Bradford,Chipmunk, Bradford 1st & 2nd,Cattaraugus,Carrollton,Knapp Creek,H,Chipmunk,,6/26/1991,6/27/1991,7/24/1991,7/26/1991,8/15/1991,,1/24/1992,Released,1,Vertical,9,NA,1050,-78.58297,42.01918,-78.58297,42.01918,1193,1193,0,1193,Not Listed,,,,,3/4/2020
31-009-22111-00-00 ,Yes,Yes,No,22111,Burgett; W 2,Greenway Energy LLC,Gas Development,Active,Medina,Medina,Cattaraugus,Otto,New Albion,C,Lakeshore,,5/17/1991,8/7/1991,8/20/1991,8/30/1991,9/9/1991,,2/20/1992,Released,1,Vertical,9,NA,3370,-78.87661,42.36434,-78.87661,42.36434,3295,3295,0,3295,Not Listed,,,,,12/2/2024
31-009-22112-00-00 ,Yes,Yes,No,22112,Benson p53,Hydrocarbon Generation Inc.,Oil Development,Active,Chipmunk,Chipmunk,Cattaraugus,Allegany,Knapp Creek,E,Chipmunk,,8/2/1991,8/7/1991,8/21/1991,8/30/1991,9/18/1991,,2/22/1992,Released,1,Vertical,9,NA,850,-78.567346,42.077076,-78.567346,42.077076,900,900,0,900,Not Listed,,,,,10/22/2020
31-009-22113-00-00 ,Yes,Yes,No,22113,Benson p52,Hydrocarbon Generation Inc.,Oil Development,Active,Chipmunk,Chipmunk,Cattaraugus,Allegany,Knapp Creek,E,Chipmunk,,8/2/1991,8/7/1991,9/23/1991,9/30/1991,10/15/1991,,3/17/1992,Released,1,Vertical,9,NA,850,-78.567021,42.076368,-78.567021,42.076368,897,897,0,897,Not Listed,,,,,10/22/2020
